AreaID,areaName
133,Flower mound
134,Seoul
135,Alexandria
136,Regensburg
137,Tadley
138,Trenton
139,California
140,Parma
141,Birkenhead
142,Waite Park
143,Lund
144,Breda
145,Visselhövede
146,Exeter
147,Highton
148,Pacific Grove
149,Cottbus
150,Den Haag
151,Varzea grande
152,Ithaca
153,Rua eteno
154,Burlington
155,Saint Paul
156,Burgess Hill
157,Courbevoie
158,Paraju
159,Münster
160,Brisbane
161,Cleveland
162,Redhill
163,Lublin
164,East Providence
165,Drogenbos
166,Campana
167,Sutton
168,Bellevue
169,West Point
170,Ternitz
171,Zaandam
172,Fairview Heights
173,Noumea
174,Melrose park
175,Swannanoa
176,Pandrup
177,Grand-mere
178,Yamaguchi
179,Stone Mountain
180,Karachi
181,Mariano Comense
182,Wetzlar
183,Fornacette
184,Offenburg
185,Parsippany
186,High Wycombe
187,Parma
188,Monument
189,Seoul
190,Gettysburg
191,Nancy
192,Atlanta
193,Firenze
194,Elche
195,Or-yehuda
196,Wetzlar
197,Pomona
198,Chicago
199,Algermissen
200,Borger
201,Bedford
202,Montreal
203,Lecanto
204,Tempe
205,Virginia Beach
206,Dunn loring
207,Amsterdam
208,Novara
209,El Paso
210,Saudarkrokur
211,Fukushima
212,Nagasaki
213,Ellicott City
214,Tampa
215,Libertyville
216,Ohita
217,Tours
218,New orleans
219,Seoul
220,Geneva
221,Barksdale afb
222,Stans
223,Mumbai
224,Fort Saskatchewan
225,Shelton
226,Cambridge
227,Sulzbach
228,Salt Lake City
229,Glendale
230,Marietta
231,Glenshaw
232,Munich
233,Shelton
234,Pordenone
235,Helsinki
236,Warszawa
237,Bielefeld
238,Royston
239,California
240,Freising
241,Frederiksberg
242,Alessandria
243,Vienna
244,Guadalajara
245,Tlalpan
246,Dinslaken
247,Milpitas
248,Kyoto
249,Pordenone
250,Barbengo
251,Cheshire
252,Milton
253,Lowell
254,Overland park
255,Burgess Hill
256,Grand Rapids
257,Toulouse
258,Santana do parnaíba
259,Corona
260,Reston
261,Mönchengladbach
262,Regensburg
263,Ohita
264,Fort Saskatchewan
265,Washington
266,Bracknell
267,Newbury
268,Allen
269,Burwood East
270,La Plata
271,Oxon
272,Burwood East
273,Natal
274,Berkshire
275,Cleveland
276,Fuchstal-asch
277,Athens
278,Mariano Comense
279,Vanderbijlpark
280,Kristiansand
281,Antwerpen
282,Kaohsiung
283,Mayfield Village
284,Brampton
285,Archbold
286,Salzburg
287,Waco
288,Rothenburg
289,Bend
290,Nepean
291,Redondo beach
292,Ilmenau
293,Friedrichshafe
294,Pearland
295,Brugherio
296,Fort Lewis
297,Lengdorf
298,Louisville
299,Pointe-claire
300,Suberg
301,Huntsville
302,Halfway house
303,St-bruno
304,Reisterstown
305,Cambridge
306,Seongnam-si
307,Bautzen
308,Paris
309,Herzlia
310,Monterrey
311,Fountain Hills
312,Hillerød
313,Burlington
314,Perth
315,Colombes
316,Charlottesville
317,Thame
318,Rockford
319,Crete
320,Yomgok-dong
321,Mogi Guacu
322,Olympia
323,Lisboa
324,Yamagata
325,Forest Park
326,Pirapora bom Jesus
327,Pompeia
328,Aiken
329,Kyoto
330,Prague
331,Stockholm
332,Stuttgart
333,West Drayton
334,Chinnor
335,Berkshire
336,Velizy Villacoublay
337,Alcobendas
338,Durham
339,Altamonte Springs
340,Woodbridge
341,Scottsdale
342,Hayward
343,Brossard
344,Ilmenau
345,Goiania
346,Research Triangle
347,St Jean de Soudain
348,Erpe-Mere
349,Duisburg
350,Victoria
351,Redwood Shores
352,Stans
353,Chur
354,Meppel
355,Leimen
356,Springfield
357,Peterborough
358,Essex
359,Peachtree City
360,San Dimas
361,Mönchengladbach
362,Kungki
363,Madrid
364,Enfield
365,Mt. Laurel
366,Stocksbridge
367,Valencia
368,Bollensen
369,Newnan
370,Stans
371,Storrington
372,Baarn
373,Verdun
374,Cromwell
375,Buenos Aires
376,Gelsenkirchen
377,Genève
378,Towson
379,Sorocaba
380,Franklin
381,Glasgow
382,Tucson
383,Altamonte Springs
384,Louisville
385,Fort Saskatchewan
386,Bad Oeynhausen
387,Bruneck
388,Telford
389,Lübeck
390,Porto alegre
391,Bad Camberg
392,Pusan
393,Fuchstal-asch
394,Waterloo
395,Johor Bahru
396,Lippetal
397,Hanover
398,Mechanicsburg
399,Charlottesville
400,Canal Winchester
401,Curitiba
402,Brussel
403,Meppel
404,Charleston
405,North bethesda
406,West Chester
407,Steyr
408,Halfway house
409,Boucherville
410,Albany
411,Utrecht
412,Sundsvall
413,Vantaa
414,Massagno
415,Tucson
416,Holliston
417,Brampton
418,Brossard
419,New Delhi
420,Fleet
421,Portland
422,Highlands Ranch
423,Plymouth Meeting
424,Chennai
425,Coventry
426,Geneve
427,Saint Paul
428,Bristol
429,Menlo Park
430,Media
431,Heubach
432,Lublin
433,Kanata
434,Saga
435,Nizhnevartovsk
436,Lyngby
437,Barueri
438,Monument
439,Traralgon
440,Rochester
441,Bruxelles
442,Rorschach
443,Madrid
444,Salzburg
445,Aracruz
446,Veenendaal
447,Rancho Palos Verdes
448,Warszawa
449,Englewood
450,Laredo
451,Granada Hills
452,West Chester
453,Redhill
454,Northbrook
455,Bollensen
456,Carlingford
457,Oberwangen
458,Ann Arbor
459,Cherepovets
460,Media
461,Grand-mere
462,Farmington Hills
463,Stanford
464,Richmond Hill
465,Ben-Gurion
466,Kungki
467,Overland park
468,Houston
469,Daejeon
470,Goiania
471,Cannock
472,Berkeley
473,New York City
474,Nagasaki
475,Washington
476,Tooele
477,Maidstone
478,Altamonte Springs
479,Zagreb
480,Sundsvall
481,Juazeiro
482,Holderbank
483,Irvine
484,Yogyakarta
485,Waalwijk
486,Brookfield
487,Lecanto
488,Hermitage
489,Macau
490,West Windsor
491,Middletown
492,Kobe
493,Genève
494,Syracuse
495,Pointe-claire
496,Tlalpan
497,Fukushima
498,Maebashi
499,Vienna
500,Ben-Gurion
501,Elche
502,Ludbreg
503,Menlo Park
504,Redding
505,Sao paulo
506,Geneve
507,Stavanger
508,Neuquen
509,Wageningen
510,Bolton
511,New York City
512,Royersford
513,Prague
514,Bellevue
515,Bønes
516,Santa Fe
517,Milan
518,Clark
519,Nantes
520,San Francisco
521,Paderborn
522,Almaty
523,Slough
524,Gothenburg
525,Portland
526,Sugar Hill
527,Redmond
528,Nepean
529,Algermissen
530,Québec
531,Cobham
532,Bartlesville
533,Springfield
534,Ravensburg
535,Tampa
536,Chemnitz
537,Hamburg
538,Fairborn
539,Issaquah
540,Ft. Lauderdale
541,Doncaster
542,Bernex
543,Bozeman
544,Kreuzau
545,Courbevoie
546,Fairbanks
547,Niles
548,Johannesburg
549,Cromwell
550,West Windsor
551,Pottendorf
552,San Jose
553,Akron
554,Paderborn
555,Anières
556,Gävle
557,Highlands Ranch
558,Lippetal
559,Nancy
560,Greenville
561,Maidstone
562,Hillerød
563,Huntington Beach
564,Bronx
565,Cypress
566,Budapest
567,Tilst
568,Oldwick
569,Dreieich
570,Columbus
571,Munich
572,Tartu
573,Shawnee
574,Laguna Bbeach
575,Friedrichshafe
576,Hyderabad
577,Bergen
578,Cedar Park
579,Bozeman
580,Ulsteinvik
581,Cambridge
582,Knoxville
583,West Chester
584,Juazeiro
585,Melbourne
586,South Hadley
587,Tours
588,Maintenon
589,Melrose park
590,Sutton
591,South Jordan
592,Turku
593,Kaiserslautern
594,Orlando
595,Orlando
596,San Ramon
597,Carson City
598,Pirapora bom Jesus
599,Rtp
600,Richmond
601,Kobe
602,Yamaguchi
603,Royersford
604,New York
605,Chapel hill
606,Monument
607,Nagano
608,San Francisco
609,Sugar Land
610,Edmonton
611,Darmstadt
612,Rozenburg
613,Coslada
614,Barbengo
615,Trenton
616,Somerset
617,Cottbus
618,The Woodlands
619,League city
620,Bautzen
621,Den Haag
622,Hounslow
623,Essen
624,Bozeman
625,Schaumburg
626,Madison
627,Juno Beach
628,Brno
629,Westfield
630,Seattle
631,Holderbank
632,Frankfurt
633,Eschen
634,Leverkusen
635,Douala
636,Rocklin
637,Moreno Valley
638,Monterrey
639,Chorzów
640,Bozeman
641,Ricardson
642,Sihung-si
643,Kungki
644,Santa Cruz
645,Smyrna
646,Tsu
647,St. Louis
648,Barcelona
649,Bloemfontein
650,Verwood
651,Altamonte Springs
652,Green bay
653,Charlotte
654,Hearst
655,Guadalajara
656,Luzern
657,Pétion-ville
658,Woodland Hills
659,Lenexa
660,Tyne & Wear
661,Des Plaines
662,Hilversum
663,Montreal
664,Brossard
665,Anyang-si
666,Fort gordon
667,Huntsville
668,Oakland
669,Chicago
670,St. Louis
671,Boise
672,Annandale
673,Neustadt
674,Ringwood
675,Dalmine
676,Redwood Shores
677,Chaam
678,Springville
679,Smyrna
680,Caguas
681,Tulsa
682,Ludbreg
683,Juazeiro
684,Chur
685,Middleburg Heights
686,Farnham
687,Hayward
688,Ohtsu
689,Shelton
690,League city
691,Ulsteinvik
692,Milano
693,El Dorado Hills
694,Lahr
695,Highlands Ranch
696,Wichita
697,East Peoria
698,Bedfordshire
699,Leeds
700,Naha
701,Milpitas
702,Mogi Guacu
703,Grand-mere
704,Santa rita sapucaí
705,Oppenheim
706,Bismarck
707,Fort Collins
708,Kongserbg
709,Highlands Ranch
710,Thörishaus
711,Tallahassee
712,Waterloo
713,Darmstadt
714,Luedenscheid
715,Park Ridge
716,East Peoria
717,Mountain View
718,Stellenbosch
719,Cedar Rapids
720,Fukuoka
721,Houston
722,Conshohocken
723,Austin
724,Soest
725,Bolzano
726,Mainz-kastel
727,Olivette
728,Sarasota
729,Norderstedt
730,Southampton
731,Lowell
732,Adelaide
733,Gersthofen
734,London
735,Spring City
736,Telford
737,St Kilda
738,Neuquen
739,Reno
740,Bolton
741,Dearborn
742,Corona
743,Dietikon
744,Coburg
745,Nynäshamn
746,Sao roque
747,Oxford
748,Holts Summit
749,Springfield
750,Gdansk
751,Ricardson
752,Ashland
753,Batavia
754,Slmea
755,Lowell
756,Geneve
757,Tulsa
758,Streamwood
759,Kloten
760,Vienna
761,Hässleholm
762,Or-yehuda
763,San Francisco
764,Tempe
765,Mason
766,Mariano Comense
767,Salvador
768,Paris
769,Delafield
770,Towson
771,Perth
772,Draper
773,Sant Cugat Del Valle
774,Media
775,Pandrup
776,Athens
777,Peachtree City
778,Québec
779,Coventry
780,Fornacette
781,Sapulpa
782,Pandrup
783,Yomgok-dong
784,Zürich
785,Almaty
786,Vienna
787,Cromwell
788,Parsippany
789,Uetikon am See
790,Bloomington
791,Dublin
792,Glen Cove
793,Carson City
794,The Woodlands
795,Roma
796,Helsingborg
797,Neuquen
798,Fort Collins
799,Storrington
800,Englewood
801,Sainte-foy
802,Bellevue
803,Storrington
804,Cottbus
805,Hampton
806,Torino
807,Spring Valley
808,Erpe-Mere
809,Duisburg
810,Pittsburgh
811,Runcorn
812,Ilmenau
813,Ulsteinvik
814,Burr Ridge
815,Cardiff
816,North Point
817,Fort gordon
818,Samrand
819,Regensburg
820,Wehrheim
821,Berwyn
822,Billerica
823,Gainesville
824,Framingaham
825,Houma
826,Singapore
827,Luzern
828,Billund
829,Streamwood
830,Virginia Beach
831,O'fallon
832,Derwood
833,Udine
834,Suwon
835,Telford
836,Ebersdorf
837,Yavne
838,L'union
839,Mumbai
840,Algermissen
841,Lincoln
842,Coslada
843,Maserada sul Piave
844,Cerritos
845,Peine
846,Chemnitz
847,Sapporo
848,Spring City
849,San Dimas
850,Billerica
851,Brookfield
852,Monterey
853,Bergen
854,Rozenburg
855,Oulu
856,Uden
857,Shawnee
858,Loveland
859,Knutsford
860,Karachi
861,Madison
862,Saga
863,Kungens kurva
864,Schlieren
865,Mount Laurel
866,Richardson
867,Lodi
868,Jerusalem
869,Snoqualmie
870,Ipswich
871,Drogenbos
872,Nizhnevartovsk
873,Salisbury
874,Takapuna
875,Lisbon
876,Portland
877,Tilburg
878,Regina
879,Calgary
880,Fukuoka
881,Elkins Park
882,Durham
883,Mt. Laurel
884,Dunn loring
885,Rua eteno
886,Santa Clarat
887,Charleston
888,Ehningen
889,Nanaimo
890,Princeton
891,Canberra
892,Oshawa
893,Telford
894,Belgrad
895,Southend on Sea
896,Carlin
897,Hilversum
898,Eindhoven
899,Fuchstal-asch
900,Alleroed
901,Elkins Park
902,Sainte-foy
903,San Jose
904,Cerritos
905,Mito
906,Schenectady
907,Chicago
908,Barksdale afb
909,Rtp
910,Treviso
911,Bratislava
912,Belp
913,Bangalore
914,Indianapolis
915,Trento
916,Rua eteno
917,Lake Bluff
918,Frankfurt
919,Mclean
920,Durham
921,West Chester
922,Taipei
923,Bielefeld
924,Changwon-si
925,Mumbai
926,Gaza
927,Scottsdale
928,Barnegat
929,Zwolle
930,Atlanta
931,Curitiba
932,Knoxville
933,Amsterdam
934,Raleigh
935,Barksdale afb
936,Williamstown
937,Paris
938,Thames Ditton
939,Seattle
940,Ohita
941,Pomona
942,Warrenton
943,Banbury
944,Dubai
945,Echirolles
946,Hunt Valley
947,Plymouth Meeting
948,Sao roque
949,St Kilda
950,Eschen
951,Lublin
952,Bay Shore
953,Coquitlam
954,Agoncillo
955,Montréal
956,Luedenscheid
957,Istanbul
958,New Delhi
959,Louisville
960,Hounslow
961,Gifu
962,Maidstone
963,Billund
964,Shizuoka
965,Naha
966,Milton Keynes
967,Tours
968,Vantaa
969,Milan
970,Slmea
971,Yogyakarta
972,Bollensen
973,Naestved
974,Ramat Gan
975,Ashdod
976,Raleigh
977,Halfway house
978,Okayama
979,Glen allen
980,Sarasota
981,Denver
982,Staten Island
983,West Launceston
984,Pomona
985,Ottawa
986,Veenendaal
987,Salisbury
988,Porto alegre
989,Ringwood
990,El Dorado Hills
991,Allen
992,Lake Oswego
993,Fountain Hills
994,Ricardson
995,Karlstad
996,Lisbon
997,Rosemead
998,Berkeley
999,Tilburg
1000,Hackensack
1001,Ithaca
1002,Dartmouth
1003,New boston
1004,Valencia
1005,Essen
1006,Rueil-Malmaison
1007,Yucca
1008,Brentwood
1009,Milan
1010,North Sydney
1011,Denver
1012,Bedfordshire
1013,Douala
1014,Lyngby
1015,Suffern
1016,Caguas
1017,Copenhagen
1018,Des Plaines
1019,Shreveport
1020,Joinville
1021,Zafferana Etnea
1022,Corona
1023,Nanaimo
1024,Paisley
1025,Charleston
1026,Takamatsu
1027,Mechelen
1028,Framingaham
1029,Chirignago
1030,Yomgok-dong
1031,Riverdale
1032,Herdecke
1033,Mablethorpe
1034,Indianapolis
1035,Taoyuan
1036,Derwood
1037,Hochwald
1038,Redwood Shores
1039,Altstätten
1040,West Chester
1041,Freising
1042,Bern
1043,Westfield
1044,Macclesfield
1045,Reading
1046,Tallahassee
1047,Lubbock
1048,Geneva
1049,Santiago
1050,Kuopio
1051,Essex
1052,Oshkosh
1053,Sacramento
1054,Tualatin
1055,Graz
1056,Boise
1057,Fambach
1058,Noumea
1059,Encinitas
1060,San Antonio
1061,Englewood Cliffs
1062,Fairview Heights
1063,Wavre
1064,Zwolle
1065,Hermitage
1066,Ittigen
1067,Le chesnay
1068,Richmond
1069,Lakewood
1070,Bologna
1071,North bethesda
1072,Mount Olive
1073,Zürich
1074,Barcelona
1075,Cardiff
1076,Mogi Guacu
1077,Southampton
1078,Nanaimo
1079,Mumbai
1080,Mount Olive
1081,Luedenscheid
1082,Changwon-si
1083,Butner
1084,Montréal
1085,Michendorf
1086,Montréal
1087,Woodbridge
1088,Ohtsu
1089,Thessaloniki
1090,Chemnitz
1091,Ingelheim
1092,Kungens kurva
1093,Odense
1094,Rueil-Malmaison
1095,Freising
1096,Ipswich
1097,Sulzbach
1098,Cincinnati
1099,Carlingford
1100,Lisbon
1101,Woodbridge
1102,Lehi
1103,San Ramon
1104,Fredericia
1105,Torino
1106,Cesena
1107,Redmond
1108,Framingaham
1109,Bolzano
1110,Bønes
1111,Nagoya
1112,Lake Forest
1113,Vista
1114,Stony Point
1115,Monterey
1116,Holliston
1117,Michendorf
1118,Antwerpen
1119,Canberra
1120,Bangalore
1121,Herdecke
1122,Kaiserslautern
1123,Annandale
1124,Novara
1125,Tours
1126,Waalwijk
1127,Glen allen
1128,Vienna
1129,Buffalo
1130,Joinville
1131,Sundsvall
1132,Pandrup
1133,Nicosia
1134,Leipzig
1135,Caguas
1136,Dublin
1137,Barcelona
1138,Kyunnam
1139,Bischofshofen
1140,Campana
1141,Jerusalem
1142,Le chesnay
1143,Cambridge
1144,Pitstone
1145,Springfield
1146,Athens
1147,Joinville
1148,Huntsville
1149,Malmö
1150,Glenshaw
1151,Gdansk
1152,Linz
1153,Schlieren
1154,Whitehouse Station
1155,New Castle
1156,Ann Arbor
1157,Eisenhüttenstadt
1158,Charleston
1159,Clark
1160,Gainesville
1161,Lucca
1162,Trenton
1163,Hilversum
1164,Immenstaad
1165,Hackensack
1166,Marietta
1167,Birmingham
1168,Wavre
1169,San Dimas
1170,Grand-mere
1171,Bkk
1172,Trento
1173,Nantes
1174,Boulder
1175,Grand-mere
1176,Maryville
1177,Ben-Gurion
1178,Olsztyn
1179,Rome
1180,Gdansk
1181,Melrose
1182,Kuopio
1183,Redwood City
1184,Gifu
1185,Sorocaba
1186,Calcutta
1187,Zürich
1188,Manchester
1189,Hyderabad
1190,Germantown
1191,Baarn
1192,Dubai
1193,Livermore
1194,Sevilla
1195,Vallauris
1196,Rotterdam
1197,Charlottesville
1198,Bham
1199,Taipei
1200,Genève
1201,Goslar
1202,North bethesda
1203,Grand-mere
1204,Cleveland
1205,Auckland
1206,Granada Hills
1207,Oppenheim
1208,Berkshire
1209,Glen Cove
1210,New Delhi
1211,Derwood
1212,Brentwood
1213,Mendoza
1214,Stanford
1215,Rockville
1216,Niles
1217,Sugar Land
1218,Ithaca
1219,Mechanicsburg
1220,Nagasaki
1221,North Point
1222,Madrid
1223,Fort Collins
1224,Toulouse
1225,Dublin
1226,Chirignago
1227,Frankfurt
1228,South Jordan
1229,Recife
1230,Valencia
1231,Grand-mere
1232,Carlsbad
1233,Coldmeece
1234,La Plata
1235,Wilmington
1236,Ann Arbor
1237,Woking
1238,Lahr
1239,Verdun
1240,Birmensdorf
1241,Bartlesville
1242,Obfelden
1243,Ankara
1244,Stony Point
1245,Fort worth
1246,Trento
1247,Thame
1248,Alleroed
1249,Maebashi
1250,Burlington
1251,Indianapolis
1252,Leinfelden-Echterdin
1253,Noumea
1254,Birmingham
1255,Pointe-claire
1256,Chambery
1257,Rancho Palos Verdes
1258,Gävle
1259,Novara
1260,Abbotsford
1261,Porto alegre
1262,Woodbridge
1263,Casselberry
1264,Fleet
1265,Altstätten
1266,Prague
1267,Concordville
1268,Dreieich
1269,Lake Bluff
1270,Lodi
1271,Loveland
1272,Huntington Beach
1273,Manaus
1274,Hartford
1275,El Segundo
1276,Karlstad
1277,Hamburg
1278,Calcutta
1279,Spresiano
1280,Kaysville
1281,Kaunas
1282,Waalwijk
1283,Milton
1284,Redondo beach
1285,Irati
1286,Frederiksberg
1287,Walnut Creek
1288,Redwood Shores
1289,Altstätten
1290,Gliwice
1291,Boulder
1292,Berlin-Adlershof
1293,Issaquah
1294,Balmoral
1295,Schenectady
1296,Rockville
1297,Lincoln
1298,Thames Ditton
1299,Malmö
1300,Cerritos
1301,Colombo
1302,Bratislava
1303,Fairview Heights
1304,Thalwil
1305,Nashua
1306,Stuttgart
1307,Gliwice
1308,Banbury
1309,Oak Park
1310,Dubai
1311,Magstadt
1312,Oxford
1313,Itu
1314,San Ramon
1315,Biel
1316,Breda
1317,Trento
1318,Lecanto
1319,Arlington
1320,Paal Beringen
1321,Coldmeece
1322,Ittigen
1323,Lahr
1324,Jakarta
1325,Sorocaba
1326,Lake Oswego
1327,Moscow
1328,Yamaguchi
1329,Caguas
1330,Fuchstal-asch
1331,Oxford
1332,Hampton
1333,Oldwick
1334,San Diego
1335,Irkutsk
1336,Bad Oeynhausen
1337,Longview
1338,Hillerød
1339,Zafferana Etnea
1340,Yamaguchi
1341,Pitstone
1342,Samrand
1343,Neustadt
1344,Harahan
1345,Dardilly
1346,Wichita
1347,Oppenheim
1348,Haverhill
1349,Gennevilliers
1350,Moscow
1351,Juneau
1352,Leinfelden-Echterdin
1353,Peachtree City
1354,Pandrup
1355,Fountain Hills
1356,Salvador
1357,Lathrop
1358,El Masnou
1359,St Jean de Soudain
1360,Holts Summit
1361,Southend on Sea
1362,Eschen
1363,Pomona
1364,Istanbul
1365,New hartford
1366,Lublin
1367,Buffalo
1368,Irvine
1369,Zipf
1370,Aomori
1371,Wakayama
1372,Sao caetano do sul
1373,Durban
1374,Framingham
1375,Essex
1376,Vilnius
1377,Burr Ridge
1378,Cedar Rapids
1379,Matsuyama
1380,Bkk
1381,Verwood
1382,Carlingford
1383,Kyoto
1384,Obfelden
1385,Kochi
1386,Victoria
1387,Balmoral
1388,Maarssen
1389,Waldorf
1390,Syracuse
1391,Stanford
1392,Shenzhen
1393,Bremen
1394,Holts Summit
1395,Charleston
1396,Kreuzau
1397,Morioka
1398,Herdecke
1399,Nordhausen
1400,Spresiano
1401,Oberwangen
1402,New Haven
1403,Peterborough
1404,Québec
1405,Barksdale afb
1406,Duisburg
1407,Tooele
1408,Morioka
1409,Warszawa
1410,Lummen
1411,Pretoria
1412,Concordville
1413,Palo Alto
1414,Battle Creek
1415,Kungens kurva
1416,Mendoza
1417,Stavanger
1418,Holliston
1419,San Ramon
1420,Bad Oeynhausen
1421,Pusan-city
1422,Fort McMurray
1423,Sao jose rio preto
1424,Silverdale
1425,Kyoto
1426,East Providence
1427,Essex
1428,Paraju
1429,Okayama
1430,Stocksbridge
1431,Redwood Shores
1432,Ricardson
1433,Hercules
1434,Vilnius
1435,Fountain Hills
1436,Huntsville
1437,Kuraby
1438,Helsingborg
1439,Milano
1440,Wetzlar
1441,Rosario
1442,Redwood Shores
1443,Espoo
1444,Holliston
1445,Biel
1446,Oppenheim
1447,Maintenon
1448,Vista
1449,West Point
1450,Bellevue
1451,Hiroshima
1452,Vantaa
1453,Glen Cove
1454,Vilnius
1455,Brampton
1456,Tokyo
1457,Sarasota
1458,Knoxville
1459,Royston
1460,San Jose
1461,Irkutsk
1462,O'fallon
1463,Runcorn
1464,Erpe-Mere
1465,Eindhoven
1466,Valladolid
1467,Coquitlam
1468,Tallahassee
1469,Longueuil
1470,Peachtree City
1471,Santa Clarita
1472,Nicosia
1473,Cannock
1474,Ebersberg
1475,Durban
1476,Vejle
1477,O'fallon
1478,Waldbronn
1479,Redding
1480,Carson City
1481,Adelaide
1482,New Fairfield
1483,Lyon
1484,Macclesfield
1485,Buenos Aires
1486,Regina
1487,Graz
1488,Kungki
1489,Haverhill
1490,Marietta
1491,Karachi
1492,Salem
1493,Goteborg
1494,Zurich
1495,Boise
1496,King of Prussia
1497,Carlsbad
1498,Saint-vincent-de-dur
1499,Sarasota
1500,Mount Laurel
1501,Kobe
1502,Nagano
1503,Sao caetano do sul
1504,New Fairfield
1505,Coppell
1506,Yamaguchi
1507,Mount Olive
1508,Lake Bluff
1509,Bollensen
1510,Berkshire
1511,Richardson
1512,Lefkosa
1513,Riverdale
1514,Vantaa
1515,Gaithersburg
1516,Ohtsu
1517,The Woodlands
1518,Neustadt
1519,Berlin-Adlershof
1520,Heubach
1521,Long Island City
1522,Coslada
1523,Mount Olive
1524,New York City
1525,Nizhnevartovsk
1526,Milsons Point
1527,Greenville
1528,Chur
1529,Mclean
1530,Sevilla
1531,Nizhnevartovsk
1532,Storrington
1533,Redmond
1534,Amarillo
1535,Copenhagen
1536,Newcastle upon Tyne
1537,Derwood
1538,Graz
1539,Terrasa
1540,Oshkosh
1541,Sendai
1542,Wehrheim
1543,Alpharetta
1544,Gattico
1545,Ponta grossa
1546,Bristol
1547,Milano
1548,Springfield
1549,Warley
1550,Peterborough
1551,Franklin
1552,Birmingham
1553,Oberwangen
1554,Pusan
1555,Reston
1556,Staten Island
1557,Echirolles
1558,Sursee
1559,Columbus
1560,West Drayton
1561,Victoria
1562,Buffalo Grove
1563,Warren
1564,Koeln
1565,Milpitas
1566,Oxon
1567,Maserada sul Piave
1568,San Dimas
1569,Birmingham
1570,Canberra
1571,Philadelphia
1572,Shizuoka
1573,Hong Kong
1574,Oklahoma city
1575,Stuttgart
1576,Maarssen
1577,Staten Island
1578,Frankfurt am Main
1579,Monroe
1580,Houston
1581,Pensacola
1582,Redding
1583,Duesseldorf
1584,Lakeville
1585,Hampton
1586,Austin
1587,Ittigen
1588,Saudarkrokur
1589,Tartu
1590,Middletown
1591,Buffalo
1592,Peachtree City
1593,Harrisburg
1594,Zurich
1595,São paulo
1596,Gdansk
1597,Pearland
1598,Akron
1599,Naestved
1600,Turku
1601,Waalwijk
1602,Fuerth
1603,Annandale
1604,Sursee
1605,Copenhagen
1606,Boulogne
1607,Lima
1608,Santana do parnaíba
1609,Sao paulo
1610,Suberg
1611,Padova
1612,Kochi
1613,Austin
1614,Englewood Cliffs
1615,West Monroe
1616,Durban
1617,Gdansk
1618,Boulogne
1619,Burlington
1620,Barnegat
1621,Paraju
1622,Richmond
1623,Pandrup
1624,Darmstadt
1625,Gattico
1626,Trumbull
1627,Glen Cove
1628,Oldham
1629,Purley
1630,London
1631,Virginia Beach
1632,Baltimore
1633,Cherepovets
1634,Ferraz  vasconcelos
1635,Newcastle upon Tyne
1636,Bozeman
1637,Brampton
1638,Grand Rapids
1639,Nagano
1640,Juneau
1641,Terrasa
1642,Peine
1643,Somerset
1644,Paraju
1645,Stavanger
1646,Bretzfeld-Waldbach
1647,Paraju
1648,Southend on Sea
1649,Sao caetano do sul
1650,Mito
1651,Flower mound
1652,Westfield
1653,Matsue
1654,Streamwood
1655,Burlington
1656,Eisenhüttenstadt
1657,Regensburg
1658,Southampton
