AreaID,PID
55,972680139
56,474876655
57,645020915
58,218433311
59,538657595
60,122124648
61,725066450
62,428824319
63,327905608
64,551281164
65,546656080
66,28468573
67,359337234
68,667267817
69,945896468
70,441992865
71,976022189
72,312099104
73,29427193
74,178540207
75,225664273
76,930773067
77,361908900
78,880953935
79,614882290
80,850418129
81,155108844
82,374101179
83,470893390
84,238739002
85,296190257
86,734190622
87,113514191
88,909474677
89,417199088
90,598009499
91,379205927
92,991877450
93,957462485
94,909465742
95,747778941
96,583732514
97,530226541
98,834581297
99,581789441
100,261943250
1,80139784
2,788962317
3,53379661
4,100924711
5,152825930
6,192207696
7,188834434
8,988165686
9,587897235
10,238672858
11,297773480
12,825094797
13,366732983
14,654469321
15,553193619
16,913158816
17,284116864
18,405252955
19,373839118
20,375378491
21,132313058
22,322690038
23,262532811
24,941384937
25,658521299
26,847024529
27,777842048
28,962693653
29,534837300
30,155326639
31,632724150
32,601814791
33,837053039
34,121964427
35,354376874
36,52023890
37,446582273
38,88590834
39,418269111
40,940041187
41,856233595
42,168192646
43,899601515
44,144236252
45,376035865
46,133146761
47,670550973
48,640724453
49,849562594
50,415916965
51,92304068
52,622871993
53,600853021
54,250211156
55,617701920
56,97771154
57,296392332
58,401799586
59,966454996
60,327347196
61,616070170
62,583694013
63,132745983
64,501525997
65,972888092
66,307622729
67,125674943
68,855050561
69,59125546
70,898809292
71,327546199
72,23294794
73,668930577
74,729849018
75,25620964
76,108444005
77,454029220
78,133590367
79,897039576
80,960326012
81,858125274
82,52974944
83,211779810
84,267304362
85,853437224
86,640064053
87,462059901
88,183967477
89,134079654
90,494159444
91,189726594
92,741100114
93,269223061
94,180665636
95,808870802
96,917332141
97,120417325
98,477188110
99,987925842
100,416172121
1,875959214
2,592961756
3,986270470
4,888696741
5,325705416
6,600782504
7,282097062
8,774086435
9,522185691
10,347648576
11,117512855
12,232924497
13,710133575
14,350823201
15,52541887
16,39272940
17,21280894
18,854884438
19,327344240
20,790055967
21,650562855
22,353867185
23,493016893
24,430121951
25,346382766
26,437945349
27,77607930
28,78925610
29,990747210
30,350751465
31,655798691
32,499473790
33,129574375
34,278502912
35,241062010
36,853032949
37,673365080
38,845284837
39,966928807
40,592948603
41,941593267
42,748938177
43,513499126
44,720639307
45,392066318
46,288191471
47,206733925
48,591541005
49,233163179
50,339983541
51,223906447
52,274549795
53,397044830
54,97369043
55,890443654
56,311492450
57,106008416
58,818835416
59,490931369
60,107161220
61,710090976
62,626710305
63,700916440
64,373873690
65,254197058
66,429273144
67,339407129
68,54079525
69,361372794
70,210588772
71,350091769
72,861189292
73,919604027
74,631703633
75,969388576
76,999293606
77,335139044
78,273977421
79,368987767
80,118391680
81,594357587
82,666476890
83,631680873
84,877119214
85,649909908
86,108831414
87,273171983
88,246390092
89,31876445
90,877866178
91,271734555
92,441401177
93,87661096
94,297831334
95,601851598
96,941531217
97,86145867
98,792939540
99,90670000
100,33100565
1,692236333
2,20648257
3,322267262
4,816088842
5,860601906
6,395678803
7,539635014
8,513407100
9,936262282
10,932467806
11,175549087
12,118377550
13,548405914
14,845098308
15,863607029
16,362287775
17,92792995
18,556824528
19,724304008
20,196017302
21,202807982
22,843448049
23,170591980
24,161975458
25,892132750
26,939372566
27,353365463
28,338160067
29,124759092
30,771630836
31,562287967
32,906240662
33,997151998
34,656277316
35,325131945
36,145613399
37,969666205
38,231985979
39,162128435
40,595718605
41,987622250
42,785916498
43,44101977
44,847243152
45,349376158
46,891574076
47,979683658
48,679507636
49,873134105
50,731767453
51,984048940
52,603727172
53,912714638
54,811209918
55,750447190
56,230583247
57,201292335
58,330969752
59,474541518
60,587127977
61,179540554
62,62139612
63,777536910
64,935671742
65,727021963
66,275533014
67,281212591
68,845131196
69,79164213
70,742373336
71,489635094
72,877854655
73,471893035
74,599774096
75,278671483
76,591299830
77,481800877
78,924068536
79,587737426
80,496737561
81,21667846
82,434890854
83,907960631
84,373643229
85,194165629
86,286992200
87,531605647
88,36208429
89,861549283
90,704108423
91,457410910
92,622680990
93,30305506
94,76917337
95,752710888
96,391117620
97,632846032
98,158481437
99,647315520
100,144356261
1,158708728
2,288220428
3,900061514
4,307334501
5,437131611
6,615667632
7,440658687
8,194870662
9,667607732
10,105828483
11,260750554
12,531834985
13,18028558
14,200673047
15,577689171
16,350635608
17,547836865
18,968889390
19,706686200
20,998310132
21,480639241
22,747137860
23,696240044
24,795358339
25,252376364
26,265952862
27,346064957
28,541579777
29,747606260
30,524136448
31,251658575
32,775412687
33,452645914
34,371798912
35,611732897
36,666364130
37,983818875
38,791921042
39,995379942
40,711591195
41,305520983
42,704083008
43,245653241
44,61751499
45,999564232
46,86827714
47,829473645
48,559424786
49,702873169
50,952126934
51,405878006
52,181227171
53,559360478
54,832516150
55,860918982
56,958124306
57,228876078
58,344794881
59,330745962
60,753627383
61,331656752
62,921597274
63,603046763
64,409017855
65,187359292
66,762996523
67,762989335
68,800722935
69,509051963
70,648423059
71,101239285
72,929420579
73,142332126
74,972721608
75,660800466
76,561850945
77,623356439
78,415012956
79,199274806
80,177266665
81,279074769
82,468222419
83,243666283
84,621514593
85,782662112
86,823627987
87,849954534
88,65977622
89,541529940
90,741901572
91,432632563
92,780037450
93,693944466
94,383642303
95,422291800
96,563036953
97,917811135
98,186950670
99,594354875
100,793720017
1,53710619
2,572827509
3,107068183
4,877522983
5,284001649
6,684791441
7,118497787
8,297254119
9,801248414
10,990179069
11,99893598
12,159385574
13,842963002
14,672394175
15,914016371
16,718366117
17,747262491
18,762057117
19,98055727
20,487878174
21,923722499
22,268761354
23,923755179
24,420548739
25,871904936
26,980046202
27,474846018
28,436533181
29,186903495
30,987195437
31,359467824
32,480437381
33,145645882
34,678299647
35,985907583
36,533950061
37,237649514
38,137975781
39,473062438
40,654974250
41,583436698
42,448327286
43,986349191
44,136798201
45,719216897
46,327264422
47,308148511
48,276520298
49,416786558
50,814851971
51,610623392
52,14304577
53,213837752
54,577325620
55,481128998
56,631785238
57,32585810
58,43080260
59,683801542
60,660287621
61,270102348
62,906931287
63,289598925
64,231841309
65,195598693
66,315781934
67,169354502
68,592332529
69,225228599
70,303373861
71,344079364
72,638931477
73,823273174
74,279382736
75,903734297
76,743931691
77,489314615
78,859427186
79,934750587
80,878286280
81,928145068
82,190366684
83,595594101
84,393277968
85,537002452
86,460935639
87,928798409
88,140781763
89,835779816
90,234353227
91,622617624
92,953743793
93,421518412
94,229925668
95,314993616
96,880333908
97,126113587
98,980681723
99,877099234
100,35931556
1,136778339
2,621290426
3,812369937
4,24190565
5,595497553
6,328270610
7,733609571
8,827188030
9,787728158
10,707271052
11,156666704
12,90727746
13,547269777
14,411286598
15,624801253
16,874876380
17,344203709
18,479406834
19,550127023
20,737205519
21,393131226
22,824551499
23,577358704
24,357557173
25,10907011
26,143037450
27,484931398
28,780911894
29,492702938
30,386038084
31,337275637
32,589063968
33,438855438
34,374390545
35,850833598
36,795048752
37,743808999
38,623552229
39,538602170
40,131435230
41,705428473
42,995493516
43,415400045
44,420583465
45,228951043
46,607954550
47,14161451
48,308093546
49,692398314
50,652273914
51,785550950
52,956678360
53,803028019
54,900584283
55,792092648
56,558639351
57,223544986
58,505618793
59,655138857
60,906137931
61,565030537
62,449123186
63,809541032
64,774642763
65,337852669
66,764724435
67,192872001
68,492526843
69,675756125
70,728161933
71,580109857
72,221914894
73,395926471
74,574992960
75,13778753
76,738585557
77,427860201
78,632068246
79,467273862
80,445136102
81,370788205
82,934755104
83,677464578
84,637524815
85,797944808
86,761086427
87,974122624
88,813989387
89,82741420
90,539034794
91,810762661
92,275892163
93,697576373
94,706585110
95,322336467
96,686108773
97,32308400
98,447011818
99,784473157
100,685664967
1,177594986
2,690465097
3,846291627
4,436616443
5,850174722
6,300188070
7,918673421
8,201288264
9,834096626
10,88826447
11,885449473
12,843306825
13,660110299
14,20874933
15,385219168
16,989961074
17,294094105
18,867165270
19,770230713
20,451458139
21,948388158
22,745547970
23,594380506
24,336061938
25,173283883
26,506144696
27,904400407
28,288475862
29,530274171
30,192130136
31,511547630
32,557958859
33,58735059
34,300791271
35,557909971
36,115903251
37,809666718
38,644190821
39,463760947
40,84898099
41,391368739
42,81939526
43,715280380
44,485113071
45,31197155
46,186242649
47,554562764
48,772618747
49,183545830
50,751362456
51,109915371
52,441562313
53,692870247
54,749709590
55,306133256
56,659607278
57,336850538
58,234293279
59,577035324
60,233025120
61,264727557
62,961362410
63,368571171
64,298910869
65,83609487
66,90406912
67,760754945
68,901933270
69,987469896
70,571779327
71,717364957
72,405360504
73,512443134
74,559239260
75,608773125
76,801053187
77,63410476
78,190983056
79,328768450
80,711225344
81,799293053
82,776047140
83,885103286
84,607260595
85,299653273
86,392092723
87,664624232
88,804402416
89,259230377
90,431507157
91,612417128
92,439191405
93,195073331
94,529287319
95,858006532
96,288659453
97,940631222
98,665413704
99,363952075
100,778855300
1,248712736
2,287849524
3,664929078
4,768802945
5,272237226
6,916015426
7,719571767
8,42786138
9,924583326
10,975716213
11,942470992
12,678352809
13,442286777
14,349870586
15,473604804
16,827754255
17,276745915
18,853329664
19,298934767
20,213904507
21,87888513
22,682040517
23,796326438
24,187843350
25,945286172
26,631853912
27,486286699
28,634309073
29,990481979
30,791950171
31,169107141
32,660966609
33,291303209
34,503267899
35,575424204
36,184521483
37,158841808
38,845868542
39,158281589
40,969785825
41,778530456
42,483178030
43,397717185
44,342604269
45,816784168
46,440308487
47,268228041
48,134378980
49,781116439
50,231393934
51,781458726
52,741646267
53,338023709
54,83257350
55,124230494
56,254404796
57,436283938
58,355068585
59,538669128
60,117346492
61,210533381
62,58297620
63,69424144
64,879170165
65,651575313
66,35000390
67,964423465
68,817911575
69,242527155
70,743687121
71,47273268
72,540922858
73,765832200
74,577511439
75,885003547
76,787348244
77,962599716
78,668395888
79,484902452
80,377695544
81,721810485
82,909654579
83,304822053
84,136773587
85,668463839
86,753713251
87,195422470
88,112253351
89,248440647
90,439180779
91,260415975
92,541526770
93,492984012
94,415760883
95,815964027
96,191030268
97,258804573
98,263120415
99,890629355
100,314557759
1,506686991
2,597357722
3,632698045
4,428322816
5,237533424
6,495005860
7,777655676
8,286891098
9,364460711
10,542933454
11,647393106
12,129126964
13,986554299
14,239617216
15,94667093
16,59626148
17,26548324
18,866247597
19,15612892
20,930827912
21,525823896
22,353140435
23,964373738
24,421401630
25,920440309
26,633042732
27,318395241
28,996597185
29,220329146
30,439420061
31,181871622
32,954925197
33,895003660
34,824498166
35,703684869
36,173501973
37,862263790
38,991056351
39,42702729
40,26300529
41,425829908
42,165883958
43,950927943
44,723835605
45,592586028
46,71331795
47,616389371
48,417474167
49,282911526
50,149563739
51,95382286
52,507023572
53,710244879
54,911922024
55,335774939
56,982900668
57,25506444
58,48085235
59,586578541
60,75339073
61,573611219
62,912613186
63,148432443
64,55972020
65,303765307
66,848370833
67,136096718
68,474403991
69,107750994
70,214130059
71,39659851
72,546508040
73,694524389
74,149921154
75,809523480
76,309864736
77,747415150
78,887395247
79,917980543
80,216079540
81,721908210
82,490514886
83,428439263
84,364125406
85,687598766
86,297733995
87,289004010
88,698916330
89,692479257
90,271017764
91,273524012
92,74622177
93,641279675
94,856070107
95,644039714
96,198201748
97,385395973
98,470070319
99,659992567
100,759532296
1,611572010
2,695456558
3,570677670
4,75288487
5,981786815
6,389275199
7,597257135
8,453079590
9,587774471
10,224070124
11,774126628
12,955005798
13,585960341
14,465395142
15,997757348
16,721231194
17,85252504
18,776164665
19,296791087
20,808094110
21,665694117
22,784291646
23,817677729
24,87614586
25,280132717
26,200673424
27,113688194
28,172145492
29,73038427
30,996390133
31,228341656
32,927586233
33,469670837
34,925004446
35,58217120
36,66705654
37,694105414
38,107944664
39,989633296
40,883012018
41,560657308
42,513764040
43,548081886
44,407556341
45,116603361
46,345745592
47,53076308
48,145964182
49,580656258
50,45633246
51,486043195
52,723239997
53,147657055
54,971443027
55,434330165
56,829696854
57,769830611
58,975038189
59,957379172
60,488978096
61,36435211
62,800945631
63,573187851
64,299899002
65,107041135
66,278444553
67,869415933
68,359410755
69,102111247
70,334097820
71,46714792
72,933090441
73,422570484
74,72451570
75,796629890
76,290254260
77,346303125
78,799438404
79,149591697
80,289495029
81,863165424
82,418218588
83,876423090
84,135773891
85,928972462
86,737773438
87,336143145
88,110994504
89,466158123
90,913431763
91,273485498
92,549811844
93,608264779
94,230558730
95,364449869
96,373636985
97,556878321
98,851407092
99,429932067
100,971775284
1,637215893
2,526633477
3,122407809
4,149289529
5,710696995
6,884757464
7,491693163
8,572368389
9,609841775
10,782429994
11,916244349
12,906344756
13,634234423
14,763000387
15,568430233
16,585116530
17,42500410
18,972951410
19,902942016
20,322808789
21,807981923
22,178611715
23,224720657
24,407662295
25,427941688
26,569502892
27,358128984
28,114561072
29,449700397
30,380848185
31,145685266
32,627300258
33,79645980
34,56787890
35,332655270
36,885044477
37,867881332
38,709131600
39,583036454
40,346779309
41,458381948
42,330319715
43,352308147
44,388618696
45,302776530
46,359276076
47,813949720
48,813710551
49,568455925
50,548005707
51,19246375
52,574926071
53,140850461
54,169726073
55,350495098
56,991848851
57,790401709
58,359581265
59,852572378
60,361719652
61,625372172
62,83922983
63,495131329
64,310231396
65,525071633
66,497631411
67,990202522
68,401019630
69,806326962
70,418588535
71,885775272
72,965181325
73,93934791
74,631661557
75,870461994
76,70237562
77,154505486
78,62319294
79,572331182
80,538466219
81,628050102
82,926008476
83,280495461
84,851758346
85,273458578
86,764750543
87,626095748
88,811708297
89,373621452
90,398241160
91,865676121
92,700953821
93,407429228
94,442261197
95,340055645
96,508829930
97,652378303
98,375557200
99,581368516
100,554969179
1,190171232
2,41216169
3,169294967
4,278570218
5,747920688
6,247438771
7,614275624
8,153245264
9,983675809
10,131076647
11,208213107
12,832835056
13,451424727
14,791641331
15,675402414
16,63799866
17,881586368
18,116539246
19,595949398
20,741558438
21,295324575
22,777357986
23,124823373
24,229413496
25,290995626
26,81697206
27,688756320
28,623338874
29,575193471
30,698303083
31,94285249
32,928210729
33,88180690
34,862778906
35,923353779
36,243410782
37,700672571
38,910078703
39,196151675
40,559193430
41,935387283
42,473952925
43,33460592
44,643893305
45,405249509
46,976381815
47,920135502
48,532561096
49,772655633
50,876995184
51,314676829
52,246153248
53,967006217
54,225162286
55,652181363
56,540015439
57,939316374
58,975143354
59,968629587
60,262567400
61,466817100
62,495539260
63,735420342
64,404235324
65,594626990
66,989921046
67,212749804
68,867018572
69,527713409
70,789341687
71,88053612
72,884060606
73,912804312
74,285480473
75,447346192
76,226212553
77,18890424
78,811851938
79,581218110
80,837138235
81,418791282
82,562208019
83,950675047
84,532993674
85,92047752
86,443515820
87,671258108
88,957788608
89,557681758
90,864947468
91,630924602
92,637706894
93,466981434
94,53077539
95,387770579
96,923906324
97,502260892
98,16873284
99,213753808
100,331429200
1,757319505
2,752314738
3,699426535
4,15913178
5,590649999
6,138896957
7,892470709
8,334971867
9,560284044
10,962614462
11,811935292
12,348821396
13,843834367
14,593072671
15,702614839
16,624146201
17,602036341
18,313339426
19,574387925
20,451776762
21,592011631
22,888930212
23,566052973
24,448409614
25,657218669
26,686420025
27,633907860
28,340454151
29,495892085
30,334173811
31,150599705
32,553654113
33,486938197
34,639500107
35,160674789
36,600552060
37,839475365
38,184989035
39,281381553
40,693613210
41,20314166
42,465457662
43,800419241
44,720332113
45,617639646
46,48922916
47,405526921
48,461903642
49,441793339
50,312317354
51,717587319
52,971353750
53,816394499
54,729059445
55,29682452
56,975023201
57,107148782
58,106670400
59,918754493
60,15173678
61,421690004
62,298702556
63,508607742
64,302012260
65,864599175
66,849172021
67,410111668
68,692724428
69,814623263
70,925102048
71,526921194
72,835315799
73,371358475
74,427104486
75,499785491
76,872783831
77,135101074
78,529394816
79,390637993
80,165365339
81,455811627
82,169193301
83,29502990
84,194763020
85,884082361
86,289423111
87,404885672
88,931145967
89,146492671
90,643053627
91,854129684
92,318319489
93,453360003
94,286940130
95,561676025
96,318461252
97,804053326
98,461780968
99,752299781
100,303856399
1,475469966
2,370673536
3,844294918
4,991368470
5,531617455
6,241353006
7,778224766
8,900798754
9,537611541
10,441541764
11,778992352
12,466471916
13,108115560
14,79193205
15,149017489
16,231340729
17,170635366
18,256132091
19,794009203
20,38063368
21,120879961
22,281896931
23,177195372
24,525167425
25,841831845
26,116249290
27,438562466
28,707567470
29,786858210
30,211256788
31,905889942
32,13216941
33,105736985
34,469224379
35,667013979
36,64623840
37,600124177
38,244373333
39,583900166
40,462989373
41,382269018
42,60503220
43,709639248
44,120777781
45,798685814
46,603600835
47,739143550
48,460573454
49,906477149
50,731174572
51,805772538
52,137395853
53,294900526
54,745034711
55,309309164
56,202244582
57,525087840
58,874491604
59,861780959
60,766089411
61,931106757
62,61190775
63,854415959
64,240016783
65,736715802
66,701781603
67,103622511
68,940286847
69,428455522
70,142916695
71,728012901
72,490277113
73,325946144
74,742248289
75,555265851
76,544681952
77,981820493
78,432069341
79,134722667
80,660807020
81,926843077
82,524527208
83,123633749
84,170130901
85,424855655
86,668886614
87,982154471
88,764183620
89,226036923
90,189447413
91,569143143
92,286606140
93,457325174
94,807980284
95,963426135
96,586294004
97,319873900
98,943007521
99,538792661
100,690389733
1,971004462
2,879948323
3,594969900
4,990369450
5,240451771
6,856872696
7,825681196
8,679538947
9,371946874
10,934543259
11,531811015
12,120444465
13,19193274
14,823655936
15,793061092
16,715751560
17,382458054
18,960433239
19,771068934
20,297262104
21,70600677
22,590396083
23,681573836
24,482716166
25,331976730
26,825888326
27,980869403
28,914504726
29,118188766
30,255414605
31,555475654
32,304811561
33,300272851
34,768342563
35,274515592
36,451998360
37,169275466
38,149802837
39,285217376
40,219713151
41,447783726
42,612207361
43,686485309
44,652628517
45,980121197
46,72738625
47,582068116
48,905979412
49,663888118
50,556927198
51,169831568
52,454316430
53,300084467
54,310423608
55,525553867
56,756704590
57,338347080
58,296750537
59,537557771
60,240210579
61,545537488
62,404798112
63,653178558
64,515248207
65,269483158
66,373348838
67,199149067
68,660399948
69,824880682
70,204565955
71,803717383
72,954796480
73,633357605
74,755360830
75,494379577
76,584197633
77,170448753
78,72451268
79,551108368
80,360046964
81,577452684
82,750997151
83,155027463
84,702632492
85,827555808
86,881829152
87,967250011
88,238901140
89,348622060
90,678455469
91,540139280
92,525833046
93,364379484
94,137138643
95,147355480
96,962682490
97,160449578
98,759846260
99,285381975
100,251621798
1,104520164
2,692108070
3,588559506
4,900161013
5,764757224
6,63720387
7,614594597
8,194773424
9,745262701
10,134701676
11,252931948
12,614796197
13,224108784
14,550110155
15,619428852
16,718567112
17,959494424
18,340565559
19,463403105
20,361801803
21,14549063
22,840849805
23,31530243
24,892319384
25,337818304
26,892839190
27,670753051
28,246509324
29,100801441
30,807844567
31,251066145
32,310833005
33,740885918
34,681789200
35,934730898
36,376224142
37,298916291
38,655468069
39,781768370
40,566659798
41,417245080
42,34830041
43,140627520
44,364157000
45,382613360
46,159723828
47,131762947
48,279317727
49,974874767
50,836760789
51,163844703
52,741435699
53,626336617
54,54048036
55,382590209
56,93080910
57,108591086
58,788386821
59,120820572
60,332107695
61,350397621
62,277310402
63,299199073
64,578682632
65,63436388
66,398433446
67,43468509
68,94093034
69,159287457
70,438774350
71,409493372
72,783148978
73,695453289
74,752280128
75,269911016
76,110782777
77,739762390
78,363069492
79,303811406
80,18550043
81,563232606
82,963689009
83,355559842
84,130486824
85,388346369
86,872818985
87,859314770
88,698475702
89,787563776
90,915513946
91,145184014
92,660859743
93,944568761
94,301069741
95,445040446
96,107788899
97,739073587
98,629166792
99,676404078
100,788864728
1,576649758
2,520656145
3,616062808
4,459598338
5,585270047
6,432808093
7,333298517
8,974563096
9,245570932
10,689388030
11,334990991
12,599616414
13,152940729
14,67916618
15,654343255
16,556027907
17,127970378
18,198062364
19,268322412
20,240879423
21,973395372
22,476661373
23,304735557
24,596216674
25,31459924
26,278877981
27,588567464
28,300913573
29,579240301
30,291046425
31,518131223
32,145370113
33,443026638
34,771146344
35,121404495
36,809847210
37,411018582
38,84168485
39,712679477
40,594329160
41,399921237
42,594923774
43,606449656
44,916042793
45,873783174
46,786490414
47,554768134
48,745072103
49,633653734
50,42656420
51,674695225
52,340849878
53,488338002
54,742734654
55,151960653
56,177259746
57,89829369
58,990834213
59,632000710
60,162392457
61,736513531
62,953949457
63,897816697
64,242216381
65,529767795
66,913650112
67,870061394
68,920779685
69,833969553
70,370202490
71,402013626
72,964118793
73,323901092
74,181549364
75,177079140
76,921724392
77,863749039
78,419884351
79,904566730
80,482143177
81,445552704
82,136550973
83,655324488
84,165846709
85,299648106
86,327067830
87,726056197
88,747612273
89,868336266
90,695983659
91,658200776
92,18788371
93,586899220
94,20413551
95,997500135
96,885342871
97,700346550
98,152353884
99,417491836
100,812072898
1,613350311
2,957912244
3,118601572
4,503415302
5,42605458
6,846679218
7,473806960
8,652697720
9,739338391
10,463418871
11,306420155
12,407439220
13,448549347
14,446082849
15,660450381
16,506055523
17,67202839
18,116500869
19,515478855
20,846594935
21,50173228
22,703726353
23,766056909
24,758789643
25,10633762
26,882079881
27,55167557
28,903101021
29,129320216
30,640706628
31,159867406
32,579559876
33,555544988
34,829482891
35,392561754
36,601663080
37,300880210
38,850660723
39,620125851
40,986031231
41,713153081
42,392700934
43,871234323
44,518861217
45,890155152
46,758905131
47,273252975
48,877890544
49,677644299
50,267495773
51,123323171
52,613825756
53,394095708
54,946299474
55,180359019
56,134987007
57,844141097
58,53570856
59,993914371
60,765972606
61,346831256
62,463542735
63,954637828
64,790907989
65,381789651
66,282183684
67,716044695
68,681919109
69,974609637
70,839004634
71,993100054
72,69772212
73,672447540
74,476940972
75,455533370
76,414052550
77,395198675
78,325606856
79,819501434
80,886318873
81,376399340
82,483541831
83,867051954
84,760803556
85,265614895
86,691752115
87,664602165
88,567267481
89,165019840
90,70163071
91,376679800
92,732666100
93,131871351
94,967115298
95,560876167
96,194897729
97,593078228
98,700141560
99,682060098
100,533384013
1,970372893
2,376129406
3,823332719
4,772814884
5,140440477
6,635756329
7,33262276
8,525670927
9,973474720
10,234641982
11,421499358
12,688178026
13,905337852
14,197594926
15,436538124
16,779434366
17,254603133
18,117048295
19,276667965
20,370358666
21,363313126
22,715035529
23,273251731
24,852375968
25,736705802
26,505322929
27,807775218
28,515911682
29,406801145
30,538952217
31,709466001
32,840169173
33,722081759
34,786583561
35,218056912
36,473847022
37,483095363
38,438270473
39,591993757
40,139289524
41,623566837
42,534284187
43,296105711
44,911671667
45,144448393
46,170933755
47,22822971
48,413856545
49,455191648
50,127008334
51,867929536
52,38157613
53,710510907
54,90086063
55,206457747
56,502629723
57,832569105
58,414819423
59,726423550
60,549061333
61,866707439
62,885038025
63,319778180
64,995650306
65,176978686
66,175666181
67,573288637
68,896937499
69,123532222
70,283362131
71,30172465
72,508679291
73,435789612
74,880666507
75,690535651
76,766647043
77,800354061
78,861410783
79,989951139
80,255206780
81,587385119
82,756795884
83,429610139
84,15716621
85,594248193
86,873141591
87,277871063
88,464160822
89,984148451
90,180622828
91,721105399
92,202256396
93,377730228
94,721250157
95,266785635
96,91665924
97,842171050
98,585910595
99,608993912
100,182817095
1,198556984
2,413386818
3,638517732
4,33164047
5,560956545
6,242854849
7,468944295
8,263041093
9,862981252
10,53438884
11,563687906
12,788059980
13,214267875
14,761947688
15,551197454
16,751541691
17,666987445
18,711751167
19,586335200
20,92915214
21,276197462
22,437524377
23,846957078
24,509232978
25,137875605
26,618825169
27,701369662
28,61912698
29,425524470
30,106298898
